Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Milk_Yield_L
Gangatiri,Subtropical,Intensive,138,714.3,2,Late,216,Concentrates,16.7,4,77.5,5.2,7.5,8.2,8.5,29.6,64.5,Monsoon,0.91,0,1,0,1,1,1,0,0,6.75,3.5,12,6.24
Boran,Arid,Mixed,139,621.5,2,Early,235,Concentrates,15.5,3,78.6,3.43,11.4,7.0,7.1,39.9,64.8,Spring,0.51,1,1,1,0,0,1,1,1,8.43,3.0,8,9.54
NDama,Temperate,Mixed,59,711.1,4,Mid,91,Dry_Fodder,17.4,4,76.6,1.82,7.5,7.4,14.3,12.6,55.5,Autumn,0.75,1,1,1,1,1,0,1,1,0.39,3.5,12,0.0
Red_Poll_Africa,Arid,Semi_Intensive,93,527.8,5,Mid,39,Silage,16.3,5,54.4,2.97,11.7,10.3,8.2,35.0,74.6,Winter,0.8,0,0,1,1,0,1,1,1,3.22,2.5,6,4.64
Jersey_Zebu_Cross,Temperate,Pastoral,98,437.3,1,Early,108,Green_Fodder,6.8,2,41.6,3.24,7.3,9.5,10.4,6.2,14.9,Summer,0.94,1,1,1,0,1,0,1,0,13.0,3.0,12,14.7
Boran,Tropical,Pastoral,108,547.4,1,Late,225,Hay,9.5,3,54.6,8.09,7.3,5.7,9.9,26.2,58.6,Winter,0.59,0,0,0,0,0,1,1,1,5.77,3.5,12,4.37
Fleckvieh,Continental,Intensive,58,280.6,4,Mid,345,Green_Fodder,14.4,1,74.0,2.76,6.8,7.7,5.0,19.0,56.8,Autumn,0.74,1,1,0,1,0,1,1,1,13.06,3.5,12,11.59
Norwegian_Red,Mediterranean,Mixed,114,313.4,4,Late,323,Concentrates,10.9,1,75.0,3.11,4.6,5.7,11.6,29.3,49.6,Winter,0.38,1,0,0,1,1,1,1,0,6.77,3.5,8,8.54
Kankrej,Continental,Intensive,47,598.3,2,Early,229,Dry_Fodder,13.1,1,78.3,3.01,6.9,8.3,12.5,27.1,25.5,Autumn,0.42,1,1,1,0,1,1,1,0,8.23,3.5,12,7.56
Zebu_Cross_Brazil,Temperate,Semi_Intensive,43,735.2,3,Mid,192,Concentrates,8.3,1,84.5,3.44,2.0,9.9,9.0,26.8,39.1,Spring,0.42,0,1,1,1,1,1,0,0,6.65,2.5,12,5.41
Ongole,Mediterranean,Mixed,122,333.7,1,Early,292,Green_Fodder,16.9,1,35.1,2.76,7.0,5.8,10.7,21.9,82.9,Autumn,0.32,1,0,1,1,1,0,1,1,2.36,3.0,12,2.36
Holstein-Friesian,Mediterranean,Extensive,42,575.6,5,Early,144,Silage,10.1,3,101.2,10.87,6.7,5.8,15.5,12.4,37.6,Monsoon,0.76,0,1,0,1,1,1,1,1,28.6,2.5,24,31.31
Zebu_Cross_Brazil,Tropical,Extensive,26,418.1,5,Mid,344,Green_Fodder,8.2,3,70.1,8.05,8.1,10.5,9.7,41.4,89.5,Monsoon,0.6,1,1,1,0,1,0,1,1,1.45,3.5,12,2.29
Jersey_Zebu_Cross,Tropical,Extensive,38,592.4,1,Late,157,Green_Fodder,15.1,2,53.4,2.86,5.2,6.4,11.2,42.2,29.8,Winter,0.38,1,0,0,1,1,1,1,1,8.8,3.0,12,7.96
Red_Poll_Africa,Tropical,Mixed,64,711.8,5,Late,103,Green_Fodder,8.9,4,75.8,5.46,11.0,9.4,8.2,33.0,53.5,Autumn,0.69,0,1,0,0,0,0,1,1,5.78,3.5,12,6.69
Norwegian_Red,Continental,Pastoral,66,720.5,1,Late,121,Hay,17.0,2,99.1,5.94,5.4,11.3,10.0,29.8,73.1,Monsoon,0.49,1,1,0,1,1,0,1,0,13.73,4.0,12,14.53
Australian_Friesian_Sahiwal,Mediterranean,Semi_Intensive,103,303.9,1,Mid,311,Silage,7.5,5,25.0,1.88,5.1,5.7,14.1,30.1,83.8,Autumn,0.95,1,0,1,1,1,0,1,1,7.81,3.5,24,5.42
Tharparkar,Temperate,Intensive,97,309.0,3,Early,86,Dry_Fodder,9.3,1,68.4,4.59,2.0,9.5,8.3,3.3,46.4,Autumn,0.76,1,1,1,1,1,1,1,0,11.16,3.5,12,10.84
Australian_Friesian_Sahiwal,Continental,Semi_Intensive,43,371.1,6,Mid,182,Hay,14.7,3,79.1,4.59,2.3,7.7,6.1,12.2,50.0,Monsoon,0.86,0,1,1,1,1,0,1,1,16.71,2.5,6,19.26
Exotic_Local_Cross,Continental,Extensive,132,548.5,4,Mid,33,Green_Fodder,13.9,1,82.1,2.42,8.6,11.0,13.3,-5.1,44.7,Summer,0.79,1,0,1,1,1,1,1,1,5.75,2.5,12,8.58
Fleckvieh,Subtropical,Mixed,75,676.8,4,Late,247,Hay,14.1,5,58.6,2.94,4.6,9.1,13.5,4.4,57.3,Spring,0.66,1,0,1,1,1,0,1,1,11.98,3.5,12,11.76
Boran,Continental,Intensive,24,604.8,1,Late,172,Dry_Fodder,11.3,1,39.1,3.09,5.1,6.2,8.4,0.9,66.8,Spring,0.66,0,0,0,1,1,0,0,0,2.4,3.5,12,1.85
Deoni,Mediterranean,Semi_Intensive,107,509.8,1,Mid,216,Concentrates,10.4,2,68.5,0.5,1.0,9.6,12.7,18.0,56.4,Spring,0.7,0,1,0,0,1,0,1,0,0.33,3.5,12,0.0
Ayrshire,Arid,Semi_Intensive,85,296.0,2,Early,110,Green_Fodder,12.2,5,69.3,4.12,4.9,10.9,8.1,10.5,64.8,Monsoon,0.47,0,0,1,0,0,0,1,1,22.27,3.0,24,20.97
Illawarra_Shorthorn,Continental,Pastoral,127,393.3,6,Early,296,Mixed_Feed,7.3,3,101.3,3.18,2.5,8.0,11.2,8.0,77.4,Summer,0.5,1,1,0,0,1,1,0,0,3.92,4.5,12,2.48
Hariana,Tropical,Semi_Intensive,103,266.9,4,Mid,336,Green_Fodder,10.6,5,38.4,4.88,8.2,8.7,8.1,9.4,41.4,Spring,0.96,0,0,1,1,1,1,1,0,4.98,3.0,8,3.13
Deoni,Tropical,Pastoral,26,519.3,1,Late,48,Concentrates,12.8,3,52.9,3.79,5.7,8.5,6.0,35.0,67.3,Winter,0.69,1,1,1,1,1,0,1,1,1.38,3.0,12,2.6
Kankrej,Subtropical,Semi_Intensive,137,586.2,3,Mid,331,Mixed_Feed,13.4,1,48.0,1.62,6.8,8.5,10.6,9.4,63.2,Spring,0.35,1,1,0,0,1,1,0,0,1.77,2.5,12,1.86
Deoni,Subtropical,Semi_Intensive,100,298.2,4,Mid,19,Hay,10.0,3,61.0,4.45,12.2,7.5,11.8,20.1,58.5,Monsoon,0.83,1,0,0,1,0,1,1,1,3.38,4.0,8,2.78
Jersey_Zebu_Cross,Tropical,Pastoral,69,264.5,1,Late,326,Silage,3.0,5,54.1,7.8,2.4,12.2,15.5,11.8,69.6,Spring,0.45,0,0,1,1,1,0,1,1,6.73,3.0,8,5.4
Guernsey,Continental,Pastoral,32,518.8,2,Mid,219,Hay,9.2,2,72.1,1.96,3.2,10.4,8.3,18.6,38.9,Spring,0.86,1,0,1,0,0,0,0,1,11.96,2.5,12,12.67
Brown_Swiss,Tropical,Intensive,32,434.3,5,Early,89,Concentrates,9.6,4,57.8,2.18,7.6,6.0,5.0,35.5,20.2,Winter,0.84,0,0,1,1,1,1,0,1,19.95,2.5,12,19.93
Ayrshire,Mediterranean,Extensive,91,458.1,6,Late,57,Mixed_Feed,15.4,5,101.2,6.65,9.9,8.2,9.8,10.3,48.8,Summer,0.99,1,1,0,0,1,1,1,1,18.85,3.5,12,19.1
Africander,Continental,Semi_Intensive,121,505.8,1,Late,203,Crop_Residues,15.7,2,37.5,7.14,6.2,6.4,9.5,20.4,74.4,Autumn,0.93,1,0,1,1,1,0,1,0,0.0,2.5,12,1.23
Hariana,Subtropical,Mixed,89,720.9,1,Early,156,Crop_Residues,16.5,4,68.1,6.31,8.6,9.5,7.9,43.6,63.6,Winter,0.83,1,1,1,1,0,1,1,0,2.54,3.0,12,2.06
White_Fulani,Subtropical,Semi_Intensive,89,279.2,6,Early,290,Dry_Fodder,12.2,2,90.8,3.12,9.7,5.2,11.5,21.0,58.9,Summer,0.42,1,0,0,1,1,1,1,0,8.74,4.5,8,5.64
Ongole,Arid,Mixed,99,433.4,1,Early,164,Hay,8.4,5,88.0,6.66,5.7,9.1,5.0,9.3,53.7,Winter,0.87,1,1,0,1,1,1,0,1,7.63,3.5,12,8.47
Brown_Swiss,Continental,Pastoral,26,562.8,3,Early,285,Crop_Residues,13.6,4,20.2,3.57,4.4,8.1,8.2,-2.3,59.8,Winter,0.91,1,1,1,1,0,0,1,1,13.91,2.5,24,14.22
Holstein-Friesian,Tropical,Mixed,65,493.8,1,Late,244,Concentrates,10.9,2,27.4,1.93,11.9,5.0,8.0,23.9,60.2,Spring,0.71,0,1,1,0,1,1,1,1,22.97,4.0,12,21.6
Danish_Red,Arid,Mixed,97,667.3,2,Mid,135,Pasture_Grass,12.3,2,59.3,2.91,7.1,10.2,11.8,45.0,55.9,Monsoon,0.8,0,0,1,1,1,1,1,0,8.73,4.0,12,11.25
Africander,Mediterranean,Extensive,45,347.9,6,Early,174,Mixed_Feed,10.4,1,59.9,0.8,8.9,8.7,10.5,30.9,88.3,Autumn,0.7,0,1,1,1,0,0,1,0,6.54,3.0,12,6.24
Zebu_Cross_Brazil,Continental,Intensive,114,406.0,3,Mid,114,Concentrates,12.6,1,78.0,3.09,8.3,8.4,10.4,21.9,64.3,Monsoon,0.48,0,0,1,0,0,0,1,1,8.37,3.0,12,7.88
Guernsey,Temperate,Mixed,138,303.4,6,Early,225,Mixed_Feed,6.5,4,86.8,3.7,6.5,10.3,5.2,14.5,53.1,Monsoon,0.94,1,1,0,0,0,1,1,1,10.54,3.0,12,11.7
Zebu_Cross_Brazil,Subtropical,Semi_Intensive,101,584.0,1,Late,315,Dry_Fodder,17.0,3,75.3,4.41,6.4,7.0,5.1,11.4,59.0,Summer,0.74,0,1,1,1,1,1,1,0,5.31,3.0,12,4.72
Girolando,Subtropical,Semi_Intensive,134,384.6,4,Late,118,Hay,9.0,4,65.9,3.15,3.7,9.4,5.0,16.5,71.7,Spring,1.0,1,0,1,1,0,1,1,1,13.75,3.0,12,14.46
Milking_Shorthorn,Temperate,Mixed,126,386.5,2,Mid,198,Silage,17.3,1,75.0,0.5,1.9,10.7,8.9,35.2,10.0,Monsoon,0.89,1,1,1,0,0,0,1,1,20.05,3.0,24,22.43
Red_Sindhi,Temperate,Semi_Intensive,90,490.2,3,Late,344,Pasture_Grass,7.3,4,73.5,1.67,1.2,4.0,9.9,20.9,69.1,Spring,0.36,1,1,1,1,1,1,1,1,5.9,4.5,12,4.76
Krishna_Valley,Continental,Mixed,71,337.7,4,Mid,326,Silage,16.3,5,80.9,7.85,1.0,9.4,14.5,29.1,49.5,Monsoon,0.78,1,1,1,0,1,1,1,1,5.25,2.5,8,7.8
Gangatiri,Continental,Intensive,131,653.4,6,Early,363,Mixed_Feed,13.1,4,65.7,1.38,2.1,9.3,10.9,28.2,20.6,Summer,0.44,1,1,1,1,1,1,0,1,0.71,3.0,12,0.59
Boran,Subtropical,Pastoral,53,326.9,3,Late,82,Crop_Residues,12.3,2,47.0,3.59,1.0,5.1,12.4,16.5,66.9,Spring,0.41,0,1,0,1,1,0,1,1,5.64,3.5,12,5.23
Kenana,Subtropical,Semi_Intensive,65,669.4,1,Early,337,Pasture_Grass,10.4,5,47.7,2.12,10.7,8.2,14.9,30.2,44.7,Summer,0.82,0,1,1,1,1,1,1,0,10.09,3.0,12,9.86
Kankrej,Subtropical,Intensive,64,698.4,5,Late,243,Mixed_Feed,11.9,4,55.2,4.11,7.9,7.6,9.3,23.9,61.7,Spring,0.83,1,1,0,0,0,0,1,0,6.24,3.5,12,8.31
Simmental,Arid,Semi_Intensive,123,562.4,5,Early,298,Mixed_Feed,9.9,1,63.7,3.23,2.5,4.0,13.3,25.4,38.1,Autumn,0.32,1,0,1,1,0,1,0,1,16.43,3.5,12,15.86
Danish_Red,Tropical,Mixed,139,259.5,5,Early,325,Hay,19.5,5,88.4,2.26,1.3,8.9,8.9,9.1,76.4,Summer,0.76,0,1,1,0,1,1,0,1,17.27,2.5,12,16.29
Guernsey,Temperate,Pastoral,120,423.0,2,Mid,7,Hay,11.9,1,48.1,7.22,4.9,7.6,12.8,-6.5,90.8,Autumn,0.97,0,0,1,0,0,1,1,1,6.1,3.0,8,6.32
Normande,Arid,Mixed,125,412.8,2,Mid,19,Hay,12.5,2,66.4,2.18,9.6,8.0,10.7,32.3,53.4,Spring,0.44,1,0,1,1,1,0,1,1,7.76,3.0,12,9.13
Krishna_Valley,Continental,Extensive,90,677.8,1,Early,228,Mixed_Feed,13.4,2,70.9,4.22,8.9,11.0,11.9,18.1,37.9,Spring,0.72,1,1,1,1,0,1,1,1,5.21,4.0,12,6.31
Ankole,Continental,Extensive,88,271.0,4,Early,263,Hay,9.6,5,56.8,5.5,9.4,10.3,10.7,8.2,63.6,Monsoon,0.9,1,1,0,0,0,1,1,0,10.45,3.5,12,7.2
Butana,Mediterranean,Semi_Intensive,131,693.3,6,Mid,234,Silage,18.3,2,114.0,2.61,7.1,9.8,9.2,13.8,84.2,Winter,0.69,0,1,1,1,1,1,1,1,6.68,5.0,12,6.47
Rathi,Mediterranean,Pastoral,111,465.0,4,Late,251,Silage,11.6,5,57.7,4.84,4.9,6.5,10.5,13.0,69.3,Summer,0.35,1,1,0,0,0,0,1,1,8.24,3.0,12,6.34
Illawarra_Shorthorn,Tropical,Extensive,65,620.2,5,Late,357,Hay,5.7,1,45.9,3.9,5.0,6.8,8.0,4.1,37.0,Spring,0.58,1,0,1,0,1,0,1,0,3.66,2.5,24,2.64
Sahiwal,Continental,Semi_Intensive,105,717.4,1,Late,303,Dry_Fodder,13.3,5,60.4,0.5,3.6,5.6,9.6,43.5,70.8,Summer,0.54,1,0,1,1,1,0,1,1,3.78,2.0,12,3.73
Zebu_Cross_Brazil,Tropical,Mixed,83,253.4,3,Mid,31,Mixed_Feed,13.8,3,57.4,0.5,12.0,8.4,10.1,21.3,47.0,Autumn,0.9,0,0,0,1,1,1,0,1,9.51,3.5,12,10.58
White_Fulani,Continental,Mixed,55,291.5,6,Early,124,Hay,14.2,4,87.3,5.04,5.1,6.9,8.6,40.2,75.1,Winter,0.84,1,0,1,1,0,0,0,1,8.11,3.0,8,6.74
Holstein-Friesian,Subtropical,Extensive,109,616.0,3,Early,239,Green_Fodder,10.7,3,74.0,4.95,4.0,8.5,17.6,11.8,51.8,Summer,0.72,0,1,0,0,1,1,0,1,10.18,3.5,12,11.08
Kenana,Arid,Mixed,70,424.8,2,Mid,18,Dry_Fodder,10.7,1,60.4,3.32,3.6,5.3,12.1,19.9,41.4,Spring,0.46,0,0,1,0,0,1,1,1,10.31,4.0,12,6.76
Holstein-Friesian,Mediterranean,Semi_Intensive,27,372.7,4,Mid,284,Pasture_Grass,8.7,3,78.9,1.96,8.0,5.9,6.0,14.9,55.8,Spring,0.49,0,1,1,0,0,1,1,1,14.31,4.5,12,12.85
Boran,Tropical,Intensive,125,596.6,6,Mid,138,Crop_Residues,13.1,2,49.6,1.97,8.6,9.4,11.9,29.2,65.0,Summer,0.48,0,1,0,1,1,0,1,1,6.61,3.5,12,6.09
Krishna_Valley,Mediterranean,Extensive,84,631.0,2,Late,238,Silage,11.5,1,80.0,7.28,5.5,9.2,18.0,34.0,42.5,Summer,0.91,1,1,0,0,0,0,1,0,3.04,2.0,12,5.15
Fleckvieh,Arid,Mixed,118,520.4,5,Mid,14,Pasture_Grass,16.7,4,81.6,7.99,6.5,7.8,8.7,44.4,55.7,Monsoon,0.49,1,1,0,1,1,1,0,1,14.7,4.5,8,13.7
Rathi,Continental,Mixed,102,395.0,5,Early,218,Pasture_Grass,11.1,4,58.7,1.01,1.0,10.7,10.7,12.2,83.7,Winter,0.63,0,0,1,1,1,0,1,1,5.52,2.5,12,7.78
NDama,Tropical,Intensive,120,709.2,1,Late,67,Pasture_Grass,7.3,5,21.7,2.6,2.5,6.7,12.5,12.0,57.1,Winter,0.39,1,1,1,1,0,0,1,1,0.0,4.0,12,1.74
Africander,Tropical,Semi_Intensive,133,741.8,6,Late,78,Pasture_Grass,3.0,1,67.3,5.16,4.3,5.4,12.7,33.7,72.3,Monsoon,0.48,0,0,1,1,1,1,0,0,0.0,3.5,12,0.93
Exotic_Local_Cross,Tropical,Intensive,123,736.1,1,Early,342,Crop_Residues,17.0,5,94.3,5.41,4.6,7.1,12.7,22.0,46.7,Summer,0.86,1,0,0,0,1,0,1,0,12.56,4.5,12,13.91
Jersey_Zebu_Cross,Mediterranean,Extensive,61,305.6,5,Late,352,Dry_Fodder,10.3,4,89.4,5.98,8.0,10.5,16.0,27.3,73.4,Autumn,0.95,1,0,0,1,0,1,1,0,4.57,3.5,12,6.0
Normande,Subtropical,Mixed,54,324.5,3,Early,296,Pasture_Grass,7.1,5,28.6,6.63,6.0,11.8,14.5,21.2,54.0,Monsoon,0.85,1,0,1,1,1,1,1,0,13.56,2.5,24,11.84
Jersey,Mediterranean,Mixed,90,529.8,2,Late,63,Dry_Fodder,9.8,1,70.3,4.72,3.9,9.6,11.6,12.7,46.1,Summer,0.71,1,1,1,1,0,0,1,1,17.62,3.5,12,16.63
Deoni,Subtropical,Semi_Intensive,63,428.7,1,Late,159,Pasture_Grass,15.6,3,84.2,5.89,1.2,11.6,8.2,27.4,48.3,Monsoon,0.61,0,1,1,1,0,1,1,1,10.69,3.5,12,7.07
Milking_Shorthorn,Temperate,Intensive,87,653.0,5,Mid,350,Pasture_Grass,9.1,2,96.1,4.28,1.0,5.4,5.0,27.3,22.9,Autumn,0.36,1,1,1,1,0,1,0,1,10.44,3.5,8,11.71
Red_Poll_Africa,Tropical,Semi_Intensive,142,444.2,3,Early,344,Pasture_Grass,13.4,1,61.6,2.72,5.6,8.6,5.0,15.9,88.8,Autumn,0.7,0,1,1,1,1,1,1,0,0.0,4.0,12,0.0
Red_Poll_Africa,Arid,Semi_Intensive,50,382.1,4,Late,64,Crop_Residues,3.0,5,72.8,3.85,7.9,6.2,12.1,36.1,77.9,Autumn,0.74,1,1,1,0,1,1,0,0,8.13,3.0,8,3.74
Ongole,Arid,Pastoral,85,547.8,6,Late,282,Dry_Fodder,13.9,3,75.9,5.89,4.8,6.0,12.6,23.0,34.7,Spring,0.3,1,1,1,1,0,1,1,1,3.99,4.5,8,3.96
Australian_Friesian_Sahiwal,Continental,Extensive,97,505.1,5,Mid,225,Hay,9.9,1,70.1,4.22,9.7,5.6,12.1,28.2,80.3,Monsoon,0.99,1,0,0,1,1,1,1,1,13.75,3.5,12,14.28
Gangatiri,Tropical,Mixed,51,672.6,5,Mid,142,Silage,5.8,1,74.9,3.28,7.4,8.1,11.1,21.8,63.7,Spring,0.34,0,1,1,0,1,1,1,1,0.07,4.0,12,2.18
Ankole,Tropical,Mixed,126,511.1,1,Late,276,Crop_Residues,14.0,4,62.0,4.95,9.7,6.1,5.9,27.4,77.2,Monsoon,0.46,0,1,1,1,1,1,0,1,0.0,3.5,24,0.0
Milking_Shorthorn,Tropical,Extensive,49,588.6,4,Late,312,Mixed_Feed,16.9,2,63.2,2.07,5.9,7.1,5.5,12.5,65.1,Winter,0.51,1,0,0,0,0,1,1,0,6.2,3.0,12,5.57
Danish_Red,Continental,Intensive,63,543.0,6,Mid,109,Mixed_Feed,12.0,2,96.0,9.78,7.2,6.9,5.0,24.7,58.0,Spring,0.36,1,0,0,1,1,1,0,1,15.47,3.5,12,16.7
Hariana,Temperate,Pastoral,27,743.3,6,Mid,228,Mixed_Feed,5.2,4,79.1,0.79,5.5,8.1,9.5,-2.3,72.2,Monsoon,0.41,1,1,1,0,0,1,1,0,0.0,3.5,8,1.13
Zebu_Cross_Brazil,Tropical,Extensive,126,491.5,5,Late,292,Pasture_Grass,7.0,4,56.3,4.56,3.0,8.8,7.0,40.1,92.4,Summer,0.94,1,1,1,0,0,1,0,1,7.41,2.5,8,7.58
Kenana,Tropical,Mixed,33,741.2,1,Early,218,Silage,12.5,2,41.0,2.76,6.8,9.8,7.2,17.1,61.8,Summer,0.45,1,1,1,1,1,1,0,0,8.83,3.5,24,7.64
Ayrshire,Continental,Intensive,110,308.8,5,Mid,102,Pasture_Grass,12.0,3,56.3,7.3,6.5,5.5,12.1,8.7,47.6,Spring,0.8,0,1,1,1,1,0,1,1,22.12,3.0,8,22.05
Holstein_Zebu_Cross,Mediterranean,Extensive,81,377.0,4,Late,21,Silage,11.5,1,30.7,5.48,1.1,8.0,9.7,10.9,86.9,Winter,0.64,0,0,1,1,1,0,1,1,4.48,3.5,12,4.83
Kankrej,Tropical,Intensive,133,713.6,5,Mid,134,Green_Fodder,20.6,5,105.7,2.29,8.5,9.5,13.1,24.5,39.5,Summer,0.82,1,0,0,1,0,1,1,1,5.23,2.5,8,3.03
Kenana,Arid,Semi_Intensive,68,726.9,1,Early,259,Mixed_Feed,14.7,3,31.3,3.53,13.0,9.4,11.0,26.5,64.4,Summer,0.4,1,1,1,1,1,0,0,0,4.9,2.5,12,4.77
Jersey_Zebu_Cross,Temperate,Pastoral,71,423.4,2,Early,334,Concentrates,12.7,5,71.6,5.07,8.4,9.5,9.4,10.4,67.0,Winter,0.63,0,1,0,1,1,0,1,0,12.15,3.5,12,11.21
Red_Poll_Africa,Temperate,Semi_Intensive,55,426.1,6,Late,326,Dry_Fodder,19.4,5,37.7,0.5,1.0,6.7,14.8,13.0,67.9,Autumn,0.85,1,1,1,0,1,0,1,0,2.24,3.5,12,2.83
Hariana,Subtropical,Extensive,118,423.2,6,Early,304,Silage,15.1,2,47.4,3.66,5.6,7.6,12.2,7.5,64.1,Winter,0.71,0,1,1,0,1,1,0,0,4.12,3.5,12,3.64
Danish_Red,Subtropical,Mixed,102,506.2,6,Early,323,Crop_Residues,10.5,4,28.8,4.3,6.4,8.2,9.0,15.4,85.2,Winter,0.56,1,1,0,0,1,1,1,0,7.66,3.5,12,8.82
Guernsey,Temperate,Intensive,86,310.9,2,Mid,156,Green_Fodder,13.0,4,75.8,5.04,4.6,7.6,10.7,37.4,33.8,Monsoon,0.4,1,1,1,1,1,1,0,1,15.48,3.5,12,13.88
Normande,Continental,Intensive,118,294.2,5,Early,297,Dry_Fodder,13.6,3,53.1,4.68,3.3,9.2,5.0,16.2,89.4,Winter,0.46,1,1,0,0,1,1,1,1,14.9,3.5,8,14.12
Gir,Continental,Pastoral,56,663.2,2,Early,205,Dry_Fodder,12.6,2,64.3,3.12,6.9,9.9,11.9,6.2,77.5,Summer,0.73,1,1,1,0,0,1,1,1,12.69,2.5,12,13.01
Fleckvieh,Tropical,Semi_Intensive,67,327.3,2,Mid,144,Concentrates,10.7,5,101.6,1.75,6.9,9.8,10.0,10.3,41.1,Summer,0.73,0,1,0,1,1,0,1,1,17.29,3.5,12,16.71
Krishna_Valley,Subtropical,Mixed,139,383.5,1,Early,46,Dry_Fodder,14.0,5,50.4,3.04,11.3,8.7,15.0,16.8,46.4,Winter,0.37,0,1,0,0,1,0,1,0,8.94,4.5,12,10.14
Hariana,Tropical,Pastoral,107,311.5,5,Early,225,Mixed_Feed,14.5,5,42.8,8.46,6.3,6.7,12.7,17.1,74.0,Autumn,0.46,0,1,1,0,0,1,0,0,7.63,4.0,12,6.45
Tharparkar,Arid,Semi_Intensive,139,557.3,3,Mid,37,Dry_Fodder,11.5,4,50.0,2.37,1.0,12.0,9.8,5.1,56.2,Summer,0.73,0,1,0,0,0,0,0,1,2.77,4.0,12,3.71
NDama,Temperate,Pastoral,133,350.1,2,Mid,114,Dry_Fodder,16.3,2,48.7,5.56,6.7,8.3,13.3,14.0,82.8,Spring,0.8,0,0,1,1,1,1,1,0,0.0,3.5,12,1.54
Deoni,Tropical,Pastoral,80,705.3,3,Mid,141,Mixed_Feed,16.8,3,65.3,0.5,8.3,7.9,10.2,27.8,42.2,Summer,0.7,1,1,1,0,1,1,1,1,6.22,4.5,12,6.45
Hariana,Tropical,Intensive,116,349.9,1,Late,157,Mixed_Feed,10.4,4,63.0,3.11,2.9,9.3,12.9,22.7,38.3,Autumn,0.8,1,1,0,0,1,1,1,0,6.55,4.5,12,5.27
Rathi,Arid,Extensive,96,283.7,5,Mid,288,Silage,11.6,5,43.7,3.77,7.0,6.1,7.9,21.2,31.8,Monsoon,0.7,0,1,0,1,1,1,1,1,4.32,3.5,12,2.49
Kankrej,Continental,Pastoral,49,383.2,5,Mid,151,Crop_Residues,9.0,2,56.4,1.43,4.4,11.4,13.3,20.0,67.8,Winter,0.69,0,0,1,1,0,1,0,0,9.96,3.5,12,8.35
Gangatiri,Tropical,Semi_Intensive,34,581.8,6,Late,183,Pasture_Grass,8.5,5,55.8,4.57,5.5,7.3,7.3,45.0,40.6,Autumn,0.47,1,1,0,1,1,0,0,0,5.71,3.5,8,3.22
Rathi,Temperate,Intensive,93,328.6,6,Mid,111,Pasture_Grass,7.4,5,73.0,3.46,8.3,8.1,5.0,30.8,53.8,Winter,0.95,1,1,1,0,0,1,1,1,11.29,4.5,12,11.76
NDama,Arid,Intensive,61,295.4,6,Mid,53,Green_Fodder,8.0,1,52.8,2.62,1.0,8.4,13.2,22.9,80.9,Spring,0.83,0,0,1,0,0,1,1,1,0.35,3.0,12,0.0
Deoni,Arid,Pastoral,110,655.5,4,Mid,313,Crop_Residues,8.2,1,71.4,4.45,3.9,8.8,11.1,19.7,64.7,Spring,0.96,1,1,0,0,0,0,1,1,1.73,4.0,24,3.84
Brown_Swiss,Mediterranean,Extensive,75,735.1,5,Mid,125,Pasture_Grass,10.1,1,41.5,4.09,4.0,8.5,8.8,41.0,52.3,Monsoon,0.66,1,1,1,1,0,1,1,1,20.34,2.5,12,20.9
Tipo_Carora,Temperate,Semi_Intensive,68,632.7,1,Late,350,Silage,7.3,3,39.8,6.43,6.5,4.0,13.9,17.2,54.1,Autumn,0.93,0,1,0,0,1,1,1,1,1.65,3.5,12,1.03
Zebu_Cross_Brazil,Arid,Mixed,120,389.6,5,Mid,50,Mixed_Feed,10.9,3,74.3,3.95,6.2,11.0,8.9,41.9,75.8,Monsoon,0.67,1,1,0,1,1,1,1,1,7.12,2.5,12,8.22
Holstein-Friesian,Subtropical,Pastoral,128,381.6,1,Mid,144,Crop_Residues,14.4,5,91.2,0.9,5.0,6.6,13.5,45.0,72.7,Monsoon,0.82,0,1,0,0,1,1,1,0,13.09,3.0,12,15.35
Red_Sindhi,Mediterranean,Semi_Intensive,97,520.7,1,Early,274,Crop_Residues,6.2,3,89.9,2.99,2.3,9.9,6.7,19.2,100.0,Summer,0.85,0,1,1,1,1,0,0,0,12.16,4.5,8,12.49
Ongole,Tropical,Intensive,87,743.0,5,Late,38,Silage,25.0,1,89.4,2.77,8.0,6.7,14.0,17.1,37.6,Monsoon,0.55,1,1,0,1,0,1,1,0,1.08,4.0,12,1.92
White_Fulani,Tropical,Extensive,85,404.0,4,Mid,154,Dry_Fodder,12.4,3,90.8,3.19,6.4,9.8,9.3,16.4,62.2,Autumn,0.32,1,1,0,0,1,1,1,1,1.72,3.0,8,2.94
Zebu_Cross_Brazil,Mediterranean,Intensive,71,720.7,4,Mid,228,Hay,11.6,1,120.0,6.85,7.8,7.4,6.6,10.7,51.8,Autumn,0.59,1,1,0,1,0,0,0,1,11.86,4.5,12,10.09
